text,label
"The way Abida Parveen jee’s voice outshining the male voice, how powerful her voice is literally. Beautiful ❤",
the way ayra humbled the aunty 😂😂,
"The way Ayra used to insult Kamyar, he could never bring himself to hurt her the same way… but today, for the first time, he gave her a small taste of that pain.”😢🙌🏻🙌🏻 Kamyar doesn’t want a love that comes from guilt… he wants love from the heart, not charity given out of regret.”❤kamyar 🥺🫡🫶🙌🏻",
The way Fariya talking with Ayra in call was like she is Kamiyaar's wife😒😐 Obviously Kamiyaar gave her that right 😑😑,
the way he is look arrob is going😂😂,
The way kamiyaar insult ayra that was totally wrong bcz ayra nothing doing wrong kamiyaar's past was so problematic.. He is the culprit,
The way khawar convince ayra he was hundred percent right kamiyar is so over 😢drama is getting bored day by day,
"The whole song is brilliant, but just puts a smile on my face till the end❣️❣️",
The worst writer ever - waste of Talent - Non sense Story Line - illogical catchups of toxicity bhai likhna nhe ataa leave it,
The wring and acting is getting more and more disappointing by the day! It’s a drag….,
The writer is stupid or he thinks us viewers are stupid how could he let these two already ruined some one’s life and Mr writer let them go easily at the first place And now they come again and do this again 🤔 how? On Top of that his mom does not understand the consequences of their act what her son done before aut has a nerve to say all those to her .,
"The writer is writing anything that comes to his mind! This doesn’t sit with Kamyar’s character. He was a spoiled brat but he deeply cared for people, respected people.",
"The writers clearly ruined the story and didn't know where to take it. Faria should have been out of the story after the video incident. Kamyar could have dealt with his ptsd in other ways, making him a drunk is such a waste of his talent. The writers have wasted all our time, there is no depth to the story or characters.",
The. Beautiful 😍😍❤️ you 😢😮😮❤,
Their voices makes me feel alive 😍,
Thek Kiya is bharway KY SAAT iska character already kharab tha phir apni oqat py agya,
Then who is Jia 😂😂😂,
Then who is romaisa khan,
There are legends in Pakistan,
There are so many indians commenting on pakistani stuff keeping broad and open mind. Please also raise your voice to atrocities against minority. Regards.,
"There is an Attraction in your Voice ,🎶💙 Asrar Bhai Boht hi Kamaal",
There is magic in your voice MashaAllah_🖤🇧🇩🇦🇪,
There is no comparison with Abida Praveen✨💝,
There is no point k ab ayera rahy aik fake video per nikah torny wali ab live call py sab dekh kr bhi bv banny ko tyar ho tou is k peechy ayera ki just lalch ho sakti h for wealth,
"There is no singer like Abida Parveen and there never will be. Pakistan has pearl of Sufi singers. Abida parveen , i love u , god bless u",
"There is only one way to save this story - that is if a new person enters this story as a hero guest appearance( Wahaj would be awesome 😎 or Fahad mustafa 😊) someone who is genuinely deserving of Ayra- Kamiyar is a loser , was a loser and will always be a loser . I don’t think anyone cares about what happens to his character - he can live, die , marry Faria or whatever - we don’t care.",
There was problem while playing playback ID Please resolve the issue sir Faisal,
There’s your voice Mash Allah Abida Ji 🙏 Love from Bangladesh 🇧🇩💪🇵🇰,
These leak News are for Deception,
"These leaks are intentionally been done, just to mitigate Iran readiness or preparations...as psychological game.",
These voices ❤️🌹,
They are dragging for no reason! It used to be too good now it’s boring.,
They are eating when is Ramadan,
They are just waiting for the right time they just showing that they are going to scare from the Iran etc but they will attack suddenly it's my opinion don't trust American they are cheater and they will cheat,
they are motherfucker haters,
They are so cute like wdym guyss,
They have destroyed the soul of the original kalaam...,
They have ruined kamyars character. Smh,
They have run out of ideas and the story is becoming absolutely silly. Time to end the series rather making it completely unbelievable.,
"They just wasted Bilal and hanias project together , like I was waiting for their one drama and when the drama came the storyline was shitty , I’ll never forgive the makers of Mzht",
"They represents music with zero vulgarity...thats what we called a true representation of artist ,talent with dignity ......incredible .....go ahead ...a...true artist don't need the requirement of vulgar presentation ....",
They think iran has nothing to fight against them,
"They you are singing, are you on drugs?!!!",
They're showing alcohol like it's not a big deal plez perma ban this shi*hole,
"They’ve dragged this out it’s so boring. I skip through most of it only because I’ve invested time in the beginning. Now it’s only one ep a week: They should end it asap,",
Thi tho sai romaisa khan!!!😂,
This behavior from Kamiyar is unacceptable. This is too much now.,
This combo is an exclusive masterpiece...,
This deserve billion views,
This deserves national and international award,
This drama become day by day worst... Disgusting 🤮🤮🤮,
"This Drama day by day was boring,, but why,,we like ayra and kamyar love chemistry,,, but writer ??",
"This drama has become annoying for fariya not getting punishment, we can just hope for a good and happy ending😂😂❤",
This drama has come out so bad!!!!! So disappointed. Na koi sar na pair. So frustrating.,
This drama has no fun at all but irritates me,
This drama has seriously lost the plot! The last few episodes have literally been the same and so boring,
This drama is becoming boring day by day. 😒😒😒,
This drama is becoming unbearable now. The script defies every logic and rationale. I know it's fiction but should make some sense. Kamiyar's ego was so badly hurt that he cannot forgive Ayra despite her wedding him against her family's wishes. He has however no problem hanging out with Fariya who was the plotter to ruin so many lives. Khawar who was the co-plotter is also hanging around without any repercussions. The toxic behaviour of a husband towards his wife is being shown as normal. The writer is just dragging this plot by a third-class script. It should come to a close now. Highly disappointed with this gutter writing.,
This drama is boring day by day...!! How agree with me 😕,
This drama is getting bore day by day,
This drama is getting bore day by day🎉,
This drama is getting bored because of Kamiyar immature behavior,
This drama is getting boring now,
This drama is getting irritating day by day,
This drama is getting so stupid by an episode very disappointing,
This drama is gonna annoying day by day,
This drama is now getting super irritating. Who starts drinking at in the afternoon. Also how can kamyar not see that Faria is the real problem. Again bringing khawar into the picture is totally absurd. This could have been very cute showing Kamyar slowly getting ok with ayra spl now since the parents are ok too. But this drunken behaviour and pulling ishtiaq out of his own party and cutting cake in car is stupid. Ruined what could have been a good drama with great potential. Only watching for Bilal but now just want it to end,
"This drama is only promoting alcohol, party culture and nonsensical characters. If this drama started with ‘saying NO means NO’ then it should have focused on helping young girls to tackle these type of situations more effectively than marrying the same guy and now nonsense everywhere ….",
This drama is pissing me off. Kantar does not deserve Ayra.,
This drama is very bad Don't watch,
This Drama Righter🤦‍♂️,
"This drama should be banned because of so much promotion of alcohol. Worst story, what are they going make out of it. It will be worst ending if they stay together in the end.",
This drama should end now... it’s dragging on unnecessarily 🤷‍♂️🤷‍♂️,
"This drama started well but now it has become very bad, have you guys gone mad",
This drama teaches don't take as granted of a good person. Kamiyar was so good to her but she never appreciated 😢 Full support for kamiyar❤,
This drama was made to attract Indian audience.. drunk hero ... Sense less story line . Bilawaja ka stretch,
this dramas to much Disgusting 🤢yar kamyar deserve fariya not ayra🙄ab nhi dekhni yeh drama🙏🏻😡,
This episode is very interesting due to all family members are together,
"This episode ragebaited me to the core Kamyar has the freaking audacity to tell Ayra that she doesn't deserve to stand infront of him, when he is the one who always calls Faria to hang out with him who literally created this mess.What kind of double standard on earth is this?",
This episode was a waste of time,
This episode waste of time,
This guy is straight up a clown. Jahil insaan,
"This guy makes videos about injustices happening all over the world. He speaks about the suffering of the people of Palestine and even calls out Trump, which is fine. But when it comes to the injustice happening right here in Pakistan, he goes completely silent. He has nothing to say about the role of the media in brutality. He has nothing to say about the courts. He has nothing to say about what the government is doing to its own people. You will cover every issue on the planet except the one closest to home. That is not courage, Faisal. That is selective activism, and it is the very definition of hypocrisy. Shame on you. Shame on you. Shame on you.",
This has to be a deceptive tactic,
this is % persian,
this is a mastana ......,
This is a pure masterpiece 🎉,
This is a super amazing video.. it's just blows my mind to see so much talent.. very well cheorographed video and the music is even better.. coke studio folks are doing some amazing job,
This is amazing!,
This is awsome❤❤❤,
This is Balochi song❤,
This is beyond emotions n boundaries....Ya Ali Maula a.s. Mera ghar qurban aap par ❤❤❤,
This is extremely ridiculous i mean the writer are so cheap what kind of the script extremely disappointed,
This is for true honest love.,
This is getting boring and ruining ✓,
"This is getting so annoying now, same storyline Same joke again and again It is getting way too much now Make some changes and exciting like beginning Wth does kamiyar keep going to fariyyaa🤨 she is so nosey",
"This is going to be my last watch of this bulshit writting I mean drama, taataa,",
This is master piece ❤❤❤🇧🇩🇧🇩,
"This is mesmerizing music, Begum Abida ji is a living legend- Love from India ❤",
This is my 🌹💐💐💐💐💐💐 favorite dhamal I 💕💕💕💕💕💕😘😘😘😘 love asrar shah😢😢😢😢😢😢😢😢,
This is my cat but this is gift 🎁 for yyou,
This is my favorite qawali I listen this every day❤❤❤❤,
This is my favorite song bilo bage,
"This is my first drama and I really love Meri Zindagi Hai Tu. I feel story can continue after Episode . Now misunderstanding is clear, you can show their happy life, marriage, and baby story. Please consider making more episodes or Thank you ❤️?",
This is my mom account is year old boy I love your vlogs,
This is my public gratitude to lord Sitri for manifesting me a call from sp.,
this is my real language,
this is not an art this is a masterpiece who agree,
This is now my daughters fav nat,
This is one of the best vlogs of Ducky Bhai stay blessed aamin...,
This is one of the masterpiece of abida parveen ❤,
this is only time pass friend 😅,
This is real innovation 😏,
This is so disappointing to show alcoholic hero of Pakistani drama.. I mean how disgusting and awkward it is...,
this is so iiritating that kaiyar is again stick to her. no makafat for her,
This is stupidity Faria and khawar need to go jail,
This is sukoooon,
This is the best 🔥🔥🔥🔥,
This is the best song ever,
This is too much kameyar. Attention for writer.,
"This is too soulful. After Greatest Nusrath Fateh Ali Khan Sahab, Abida ji is living legend of pakistan and has carried sufism as part of millions of lives .Sorry to say but Rahat fateh ali khan has lost his original creativity in the limelight of bollywood .",
This is totally unacceptable behaviour.,
This is utter nonsense..Makers are just dragging the show. Hania deserves a better screenplay and direction.,
this is what I'm right now🥹 Uss moment bhaii😂,
This isn't voice..... this is pure magic..... uffff,
This isnt getting old...even,
This kalam is Hazrat Wasif Ali Wasif (RA) ..❤❤ And Abdia gee ki voice.just Amazing ❤❤,
"This kalam is written by Wasif Ali Wasif. A true darvesh. When ashfaq ahmed met him he used to record whatever Wasif Ali wasif spoke. Those videos/audios are still available on YouTube. You can search it, you wont be disappointed.",
This khawaar and fariaa😡😡😡😡😡,
This kind of behavior sets a poor example. What message is the show trying to promote? It seems like a complete waste of time for the audience.,
This lady voice is inner soul of my heart... 💖,
this line's 😅,
This master piece deserve billion views ❤,
This masterpiece deserves more views,
This naat is really very deep . I like this naat to much😊🎉😊,
This naat touchs the ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,
This natt is end very nice natt,
This needs subtitles,
"This needs to stop, nothing happened again in this episode. 🙄",
"This one is a very boring drama. Why would Bilal accept this type of role? And Hania Amir, after an excellent role in Iashquia, this one is totally boring. I don't know why I am watching this.",
This one is also good but first of her Nara e mastana is just masterpiece,
This one song whol indian songs after 20th,
"This Pakistani drama is seriously so useless and disappointing. What kind of nonsense is this? The girl who caused all the problems and even broke the marriage — and now he goes back to her? Whatever mistake Hania made, she accepted it and faced the consequences. She even went against her family for love. She should have been forgiven. Honestly, the amount of unnecessary drama they are creating is unbelievable. I’m so frustrated — no matter how much I criticize this show, it still feels less!",
This Part ♥️ years late to come across such good song but it will say with me for the rest my life. Love you Coke Studio.,
This play started off well but is now quite ridiculous!,
This poetry and her voice is healing hearts and soul.,
this point is about sham idrees 😂,
This qawali is very nice and so feeling is very best and comfortable So Amazing❤❤❤❤❤❤,
"This serial is getting very bore really , what a drunk character is getting to show at this wave of emotions . Is a person that imp to be focused with such a blow of mind , is this thing fits in the scene. No wayyyyyyyyyy",
this serial is now boring and kamiyar is so irritating-he can't even do a drunk act well..and stupid dialogues -very dissapointed as the thing is going offf track,
This series has lost its charm! They are just dragging the story for no reason ! -.-,
"This series started well but it's totally ruined now, what a waste",
This show died after episode (his car crash)… every new episode is so bad,
"this shows Ducky's true character ! A choice between Shaam Idress or Ch. Sarfraz, he couldn't even choose Shaam Idrees. Shaam, spoke in Ducky's favour and showed support. Ducky, even thanked him !. It shows what an ungrateful Man he is. If he is even a man !. 😡😡😡😡😡😡😡😡",
This song 🌸,
This song changed my perspective toward Pakistan ❤ 🫂 Loveeeeeeeeeee itttttttttttttttttt❤❤ Love from india 🇮🇳🇮🇳🇮🇳,
This song deserve million views until now but unfortunately it hasn't happened,
This song deserved more,
This song gives me goosebumps ❤,
This song go crazy,
This song goes hard in the car,
This song is a big hit ɓalochi rocks,
This song is an absolute Masterpiece <,
"This song is far superior to Pasoori. The vocals, the mixing, the beats and the lyrics wow",
This song is just like a impulse which stimulates hidden malfunction part of the brain ❤❤❤❤❤,
this song is magic of coke studio very good,
This song is only possible because of influence of Hinduism......in the region. .....,
This song is really gives goosebumps,
This song is so undereted,
This song is wow 😲😲😲,
This song make my day,
This song makes me feel relaxed in tiredness 💕💕,
this song will last forever in my playlist,
This song! Is soooooo moving i kinda cry and get goosebumps each time i listen to it ❤,
This sound hit my heart,
This story is pointless now. Having talented actors and delivering absolutely nothing. Dialogue and storyline is totally lacking any substance. The topics discussed have so much potential. Really fumbled with this one ARY!,
This story is so 💩 now like wtf am I even watching this crap for now she give him coffee he told her to put poison init and drink it goes sits in a club with bent nose fariyah comes to there family gathering drunk to insult Ayra infront of everyone when she been trying to see the good in him when there is non anymore he’s just a emotional very weak man shame story was good in the beginning now it’s just a joke,
This story is so Pathetic,
This story line has so many flaws literally it’s frustrating now. Like Kamyaar blame Ayra for everything but why did he went to the party at first place when he said Aayra that I won’t do any more parties? Then when u woke up from drugs why didn’t he suspect about it? As if drugs had no effect? Now she is roaming with Faria but blaming Ayra Ayra forgave him many times for his behaviour to her dad specially but he couldn’t forgive him once? What kind of love is it??,
This storyline is getting worse and worse by the day whoever wrote this i think they werent in their right senses at the time,
This stuff is equivalent to a high dose of whatever that takes you to another world.,
this stupidity run until airport scene,
This thing has turned into absolute rubbish now ... complete from where it started. Seriously mate???? This is supposed to be entertainment ... but it isn't ... Entertainment is supposed to take you away from your worries and relax you ... this thing is now literally depressing... too far away from real life ... :(,
this time i agree with khawar,
This time I realized that I Ayra should keave kamyar now and make her carrier. Such a red flag kamyar iss..,
This timr Kamiyar deserve a tight kick from ayra,
This two songs are out of this world. Abdida ji is just an icon. She can read a dictionary and it will sound beautiful.,
thnaks for subscriber,
Thnks 2k subscribers ❤,
Thoda dance Karke dikhana😂,
Thora Dark ho gya🌚,
Thora jaldi episode diya kren,
thora sa ?? ❤❤❤❤,
Thora SA or chota qna bana letay na 😢😢😢,
Thorough and very comprehensive analysis. Thanks for sharing.,
Those dance moves 😂 Can’t control my laugh 🤣🤣,
those instrumental notes 🥲❤❤❤❤,
Those who are listening 🎧 in .,
"Though I hate Khawar, what he said here is absolutely right. CLOCK ITTT",
Thumbnail ko dekh muthi kesy lag gai 😢,
thumbnail ma kiya mast kapre pehnay hain aroob bhabhi ko,
Thumbnail mai shoaib malik lag rha hai,
Thumbnail wali paka Meri maam hai,
Thumbnail: Gaming videos kab aye gi🚫 Garning videos kab aye gi☑️,
Thumbs up for,
Tik tok to YouTube 🌚🫵,
Time hi waste kia bs,
Time nikal lo😂,
Time pr viloge dall diya kro motu,
Time Saving Aadme 😂,
Time wasting episodes,
times listening what a creativity ❤,
Timing chek krny ky liya sath ap apni bati bi dy na 😂,
Tirumala casset main tujhe itna maarna chahta hun ducky bhai ke samne kuchh mat bol,
Titanium frame is missing 😢,
Tm bohat shoky ho,
Tmhariii Aesi ki Tesi .. Mjhe khaNa hai .. mour ... marKhour... HiRan... Shair tu bBakrii khata hai .. TencNoLy. kaHaN tk hai... Kon... Sa peer fakaeer... Mara tu... Bs... Yaad DiLa RaHa hn... KheLoo Gaiii Ya NHI... KhaAt ka JaAbBaL hai .. saManaii... Army...bbahria... Nevy... PAK bharia .. army... On covrge... Kr Raha hai mjhe paTa hai... Subha sai service .. goLd hai hath Maii... Bataooo,
To all the girls out here: it is not your responsibility to fix a broken house of your in laws. Donot romanticize such stupidities.,
To best song coke studio,
To day is my birthday.But like 😢,
to Free Fire Editing Song,
To hell with This Bullshitttt. I am not going to watch this show anymore. WTF is wrong with the Writers and Producers of this Show???,
to kun nahi khayal,
To kya chalraha aj kal,
to mara bnta ha na ps5 🫣🫣,
To pagal he tere toi Bari he,
To pagal hi,
To phir bdlabrother sa mafi kiu magi the 😂😂😂😂😂😂,
To phir rumaisa Khan Kon ha 😂😂😂me abhi arooba kr batati hu😮😅😅😅😅,
To romaisa kun ha,
"To Understand the Kalaam of Molana Roomi You have to Reach the Heights Were Roomi Stays........ Don't Worry Abida Mam is here for You. Just Close your eyes and forfeit your sole to the mesmerising voice of Mam Abida. Meet souls of Roomi, Hali, Jami , Khalil Jibran and many many more.",
to uthar to kall,
to Woooooooo abida ji,
"tobah. Yey nashey tamashey, i wonder kitni larkiyan aur larkey fantasize karahy hongaye is shaitani lifestyle ko",
"Today & even now i hear only 1st line ,i really impressed 😢 seriously sufi kalam always touch the wires of my heart❤",
Today April ❤❤❤,
Today drama was wow he was not in Sense 😂so he hurt ayra once again 😂so nice acting kamyarr but he insulted ayra image damn he is drunk again,
"Today I was watching Do paise ki Dhoop Chaar Aane ki Barish and I saw Ayra's father playing a very small role! I wasn't sure as he looked young but then when I heard his voice, I was gob smacked, it was him😂",
Today is my birthday but wishes/likes ❤,
Today It's my brithday! //!,
today kamyar was too over...boring yar. I think kuch unique krny ki koshish mn director ny bilal abbas ko bhot over bna deya...its to much yar...He must have done better than this. poor acting poor choice in this episode...sary dramy ka maza khrab kr deya,
Today khawar proved he really cared about ayra… uski maa k trha woh has nhi rha tha ayra ki situation par…,
Today listener hear ❤,
Today mu bhiryday but like 😢😢,
Today Ramadan Mubarak ❤,
Todays living legend of the world,
Tom & jerry,
Tom and jerry,
Tom both fanney ho😂😂,
Toma ne location btade to ma tuma '' dunga😅😅,
Too boring the drama is bow being Why dragging so long kamyar is being really irritating that he hangs out with fariya but cannot see the pain of Ayra too disappoingting,
Too much funny 🤣😂😂,
Tooooo gooood 🎉,
Top favorite Singer : . Nusrat Fateh Ali Khan . Rahat Fateh Ali khan . Abida Parveen . Arijit Singh,
"top song , who agrees❤❤❤❤",
Topag zama qanoon,
Tota send karo,
Total disopinting & time wasting drama😡,
"Total fodoo story, this story where kamyaar sits in a crap club with the girl who ruined him, fodoo banda.",
"Total nonesence script, it remember me the early star plus dramas, as they were illogical same Meri Zindagi hai tu",
Total pathetic story,
Total rubbish. The angry man is getting us down. either she leaves or one of them dies. finish the story!!,
total song % girl rapper uff% and understanding %😅....,
Totally bakwas kar diya ha ye drama. It's totally shit now.,
Totally disgusting episode.. it was my favourite drama but from this episode I hate this drama.. ridiculous 😡if a man really loves a girl he never humiliate her girl Infront of other members... actually kamiyar deserve Fariya not Ayra 😡,
Totally. Over acting,
Totly India darama copy,
Tottaly. Not understand the song in years but still. Enjoying the vibes,
"Touch the heart, this is how the voice is fun",
Translated to bangla 🇧🇩,
Translation of this song?!?,
Traveling from lahore to Rawalpindi listening -- pm,
"Treason of Church Was Historic God Wisdom ,",
Tremendous effort 👌 loved it Abida G stay blessed. ❤️❤️,
Truly Masterpiece..Love from India,
"Trump , Israel k hathoon majboor hay.",
Trump bibi se akhir itna mjbuur hai q??,
Trump doesnt want war . Nethanyahu is pushing him and pushed him from years,
Trump tu ni 😅,
try not laugh wali video banow beshk paisay wala na kerna,
Try not to laghu challenge,
Try not to laugh challenge 👇🏻👇🏻,
try not to laugh or spend a day with kity please,
try to visite in rawalpindi,
Tu Qudrat e Haq ki daleel he,
Tucky bhai give me ps5. This game is my dream.,
Tujhu daikhnh walo pe bhe lanat,
Tum already dctr nhi thy😂,
Tum bhai hoo mere😅,
Tum dusri shaadi kab karegi,
tum jaw gar tumhe koi roksaktahe,
Tum jis ko chaho agr wo kisi aur ko chahe to usy jane dena chaiye 😢😢😢totally agree...main ne b usy jane diya per aj halat us ki kamiyar jesi 😢😢😢ab main kia kron,
Tum mujhe drop karke chale Jana. Me tume drop karke Chala jaounga 😂😂,
Tum ne Tou uss KO bhi bulaya jiss KO mein Nahi dekhna chahta Lekan shadi Kar li uss sy😂,
Tum Sunni lok hijab me kyu nahi rahte hooo,
Tumary wife se tumare sat ha ducky bhai 😢😢😢,
Tumhara birthday hota hi ni ha😂😂,
tumhara birthday hota hi ni hy😂😂😂,
Tutty Bhai you did not read my comment,
Two brilliant Sufi singers- What a powerful combination. Outstanding song!!!,
Two Legends ❤,
Two legends here,
Two legends in one frame,
Two legends in one frame Abida jii❤😫,
Two legends in one frame proud of 🇵🇰🇵🇰🇵🇰🇵🇰,
"Two legends in one frame, their vocals are unstoppable.",
Type time Allah ❤,
U are a best vlogger,
U are so handsome tati bahi,
U didn't take main,
U knw ducky bahii ap har vlog k last me bolty Melty hn kall okka parr But I don't no o kall kbhii hafty bad ata hn r kbhii mhena be lag jta Usme yr please daily ka vlog upload Kya kry na😢,
Uber driver's love this song.! berojgari💯😢,
Uder sahraabpi hus ne galit admi h,
Uff mesmerizing voice Abidaji. Lots and lots of respects to you from India 🙏🙏🙏🙏,
uff ye ganaa < love it. it takes only a moment to fall in love indeed <,
Ufff he is an embarrassment 😳 poor her.,
"Ufff jism k baal karhy ho haye, such a masterpiece",
"Ufff, this drama is so annoying. The rude boy misbehaves in front of everyone. They have shown no dignity to this girl. An independent, critically thinking girl doesn't fall for shallow people like Kamyar.",
Uffff nobody nobody can imagine to get close her aura ..Abida jii our living legend..our asset..loads of prayers for her healthy long life...Asrar is also amazing..but Abida g class apart❤,
Ufffhhh quality quality masterpiece,
uiuhoiijujoijij uyuunh jk,
Ultra pro max legends watching August ?,
ummah of the prophet,
Uncountable Darood o Salam on infallible Muhammad o aal e Muhammad saww. ❤,
Under min gang 👇,
understand % 🤣 vibe % 🥰🥰🥰🥰🥰🥰,
Understand % vibe %,
Understand % Vibe %,
Understand % Vibe % This song is banger,
"Understand %,, enjoy %",
Understand but the vibe😮👏🙆‍♀️,
Understand Enjoy %,
Understanding % 😅 vibes %❤,
Understanding % 😢 Vibe %😊❤,
Understanding % but vibe %,
Understanding % Enjoying %,
Understanding % Vibe %,
Understanding % vibe %😂😂😂,
Understanding %😁 Vibe %😩,
Understanding %😊 Vibe %🔥 Love from Nepal 🇳🇵,
Understanding × percent Vibe × percent,
Understanding = vibe =,
Understanding ❌ Vibe ✅,
Understanding ❌ Vibing ✅,
Understanding ℅😂 Vibing ℅ 😎,
Understanding0% enjoyment % love from lahore,
understood % Atmosphere %❤️‍🔥 Voice %🎉 Style %❤️‍🔥 Quality ∞ (Infinity),
Unfair episode 😮,
united by music,
Unknown alquida girl 😅,
Unnecessary stretching for no reason; the last few episodes have been boring and a waste of time.,
Unpopular opinion: Eva B didn't understand the essense of the song.,
unsubscribe for choosing ronaldo,
Urdu is perfect language ❤,
uriewessa budhaes heusss ihdhzes jhsidifpdis has dog rjwdjd hdjx,
Urooj bat bat pe Hath Q uthati ha ajeeb Jahalat,
US hamla zarur kre ga q k trump aik egoistic banda ha wo har hal ma koshish kre ga k hamla ho. Pr IRAN b unexpected hi kre ga jo b kre ga INSHALLAH ❤,
us mai ap mujra krna saal hogae dekha,
US president or Witkoff ese bayan kyu newpaper me leak karwaega ? Ye deception lag raha he,
USA ab apni awam KO modi ki Tarah bewaquf Bana Raha hai,
USA Contreras I miss you so much ❤️💕💖💖💖💕💕💕💕💕💕💕💖,
USA kamzoor ho Raha ha,
Useless Script. It's an ABUSE.Writer has DUG the grave of Drama.,
USKO dekne jher Lagta hai😂,
Uss gerald ford has started its journey again few hours ago . U was saying same thing about israel before ground invasion but israel did invaded after that...😢,
Ustaad All time Favourite 😭,
Ustaad ke Bad kisi ka level dhka tu phopho ka love 💕 u PhoPho,
Ustaad Nusrat fateh Ali Khan was awesome. He was the great ❤,
Ustad g rulla Daya ap jasa koi Nahi qwali mi,
ustad nusrat ❤❤❤,
Ustadan ton warga koi nahi,
Ustani ji please re-sing the legendary song woh Humsafar tha with this new generation music please,
Utter talents. Tears rolling down,
V n s p,
V v v boring episodes 😢,
V8 showroom lo ge tu ap ke . million ja he ge 😂😂😂,
Vah bhaiya vah vah yaar maja a Gaya,
Vah Kaun ladki bhai ko chocolate pet ki bhai ke samne kuchh mat bolna Taki bhai,
Vai banglades ajaw plz,
vai the girl hit different 🌸💫🌸💫,
Vari good 😢❤,
Vary good kawali it is,
vasu bahi please reply me😢🥀😩,
Verrrrrry fazoool character of kamiar,
verry funny 😂😂😂😂,
Verry Nice ❤ wahab,
Very amazing kalam and singing. I appreciate it .,
very amazing song with touching feelings,
very beauti full vloge tatti bhai,
Very beautiful ❤️❤️❤️❤️,
Very beautiful fantastic volume whab bugti,
Very beautiful naat ❤❤❤❤,
very beautiful song 🥰🌹,
Very beautiful song love Balochistan 🇩🇯 from india🇮🇳,
very boring episodes.,
"Very BS storyline typical , illogical senseless, best casting but flop story",
Very busy couple,
Very comprehensive and factual coverage.,
Very disappointed 😢,
Very fucking history 😂,
Very funny dance 😂😂 ducky Bhai,
Very funny dance and background music is very cool 😎,
Very funny ducky bahi 😂😂😂😂,
Very funny slap aroob maza aa gaya kya Varanasi,
very funny suiiiiii,
Very good and nice song,
Very good keep going,
Very Good Sir Allah ap ko Salamat Rakhy Ameen Suma Ameen,
VERY GOOD VERY LOVE,
Very good word use baby,
Very happy to see Kamiyar family together this is just bcoz of Ayra....❤,
Very happy to see you,
very hard song my fan of abida maam,
Very informative and appreciable,
Very logical analysis.,
Very much for you,
Very nic info ❤ always,
Very nice ❤,
very nice ❤❣💟,
Very nice ❤❤,
Very nice ❤❤❤❤❤❤❤❤❤❤😊❤❤❤❤❤❤❤,
Very nice ❤❤❤🎉🎉😊😊,
Very nice 🎉❤,
Very nice 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😊,
Very nice 👍🙂🙂❣️ drama ❤❤❤,
Very nice and Good ❤❤❤❤❤❤❤❤❤❤ I like it,
Very nice and very good,
Very nice Balochi song exallant telent,
Very nice behave Bilal bhai,
Very nice interesting kawaly ❤❤❤❤,
very nice QnA😁😁😁😁😁,
Very nice sir jee ❤,
Very nice song 🎉,
Very nice song kafi khaili😊😊😊😊 best singer,
Very nice sufiat,
Very nice voice,
Very over acting kamyaar,
very poor story🤮🤮,
Very realistic drama 😂 Exactly what happens after a love marriage especially one you fight your family for,
Very right sir American just playing games actually this time Russia China Iran very prepared for big war and give lesson to American's,
"Very simple they just want regime change and killing of Iran Leaders if they can thousands of innocent people in Ghaza they are not afraid of killing anyone, China, Russia and Pakistan must back otherwise they will capture middle east and rule the whole world...",
Very talented boy and fantabulous music 🎶 👍💫💯,
Very third class story with first class actors,
Very very 😍 beautiful h ❤❤❤❤😊,
Very very good program,
Very very happy to listen multiple time many spiritual music from both of these well known personalities specially they present Wasif Ali Wasif's (a true scholar of sufism) poetry.,
Very very nice song. I love this song abeeda ji aapki awaaz khub acchi hai👍,
Very very wonderful 👍 song ❤❤ fill in the open Haiven ❤,
veyr founiest seen 😂😂😂,
Vfggvrg good for Friday for Friday,
Vibe % understand %,
Vibe to h😂,
Vibe toh hai!!!,
Vicky Bhai hathi,
Video bohot lat ha q,
Video dala karo harr roz,
Video late na dala karo,
video quality isnt nice,
Videos me pad nai marna😂😂😂,
Viewers Pakistan ❌ Bharat ☑️😅,
Visit Aafia movement official 😢 she needs your help,
Vivo x200 ultra Ki Video q ni upload Ki jo sub se powerful phone ha🎉,
Vlog are you late,
Vlog dal dya kr moty,
Vlog kb eye ga😢,
Vlog ko to SB hi like kre ha😂 Aj dechte ha k Hazrat Muhammad ﷺ k Naam ko kon like kre ha😢,
Vlog ko to sb hi like kre hen😂 Dekhte Hain aj hazart Muhammad saw ke Naam ko kon like kre he😥,
Vlog ko to SB hi like krte hen Dekhte Hain aj Hazrat Muhammad saww Naam ko kon like krta he😢,
vlog ko tu sab like kar hi like kre ben hazartmuhammad saw ke naam ko kon like kre he 😢😢😥😭😭,
Vlog shoro hotai khatam ✨,
Vloging chord kar koi dusra content try karo yaar ducky bhai vloging apki personality pe suit nhi karta,
Vlogs bhi upload kar liya kar,
Vocals or bassline 🔥🔥🔥,
Voice is Bast 😎,
Voice of ❤,
voice over ki ha sari video moty NY 😂,
Voice!!!!! Just peaceful......,
Voices of Balochistan ❤,
Volg nae ata tu dekhna ab,
Vot for Aroob Hijab Aroob,
Vote for 2nd marriage prank on aroob🎉,
